,PostalCode,DAuid,CSDuid,SAC,DisseminationBlock,DGUID
1323925,V2X,59151778,5915075,933,1,2021S2595059151778
40924,V2X,59151779,5915075,933,6,2021S2595159151779
104935,V2X,59151779,5915075,933,5,2021S2595259151779
147983,V2X,59151779,5915075,933,4,2021S2595359151779
169348,V2X,59151779,5915075,933,1,2021S2595459151779
190549,V2X,59151779,5915075,933,6,2021S2595559151779
190550,V2X,59151779,5915075,933,1,2021S2595659151779
190562,V2X,59151779,5915075,933,2,2021S2595759151779
254978,V2X,59151779,5915075,933,4,2021S2595859151779
276290,V2X,59151779,5915075,933,1,2021S2595959151779
276291,V2X,59151779,5915075,933,1,2021S2596059151779
297552,V2X,59151779,5915075,933,2,2021S2596159151779
468497,V2X,59151779,5915075,933,6,2021S2596259151779
511283,V2X,59151779,5915075,933,1,2021S2596359151779
532850,V2X,59151779,5915075,933,1,2021S2596459151779
575574,V2X,59151779,5915075,933,2,2021S2596559151779
639576,V2X,59151779,5915075,933,2,2021S2596659151779
661212,V2X,59151779,5915075,933,2,2021S2596759151779
661213,V2X,59151779,5915075,933,2,2021S2596859151779
682628,V2X,59151779,5915075,933,1,2021S2596959151779
789070,V2X,59151779,5915075,933,2,2021S2597059151779
789071,V2X,59151779,5915075,933,4,2021S2597159151779
896369,V2X,59151779,5915075,933,6,2021S2597259151779
981801,V2X,59151779,5915075,933,6,2021S2597359151779
1024628,V2X,59151779,5915075,933,6,2021S2597459151779
1131624,V2X,59151779,5915075,933,6,2021S2597559151779
1131644,V2X,59151779,5915075,933,1,2021S2597659151779
1238610,V2X,59151779,5915075,933,1,2021S2597759151779
1367113,V2X,59151779,5915075,933,4,2021S2597859151779
40938,V2X,59151780,5915075,933,1,2021S2597959151780
169342,V2X,59151780,5915075,933,2,2021S2598059151780
255001,V2X,59151780,5915075,933,2,2021S2598159151780
532822,V2X,59151780,5915075,933,2,2021S2598259151780
532853,V2X,59151780,5915075,933,3,2021S2598359151780
554344,V2X,59151780,5915075,933,3,2021S2598459151780
596783,V2X,59151780,5915075,933,1,2021S2598559151780
682611,V2X,59151780,5915075,933,3,2021S2598659151780
767917,V2X,59151780,5915075,933,2,2021S2598759151780
853422,V2X,59151780,5915075,933,1,2021S2598859151780
853434,V2X,59151780,5915075,933,1,2021S2598959151780
917681,V2X,59151780,5915075,933,2,2021S2599059151780
917699,V2X,59151780,5915075,933,3,2021S2599159151780
960407,V2X,59151780,5915075,933,2,2021S2599259151780
1003389,V2X,59151780,5915075,933,1,2021S2599359151780
1024633,V2X,59151780,5915075,933,3,2021S2599459151780
1024655,V2X,59151780,5915075,933,3,2021S2599559151780
1088989,V2X,59151780,5915075,933,3,2021S2599659151780
1217243,V2X,59151780,5915075,933,2,2021S2599759151780
1238608,V2X,59151780,5915075,933,2,2021S2599859151780
1238622,V2X,59151780,5915075,933,1,2021S2599959151780
126436,V2X,59151781,5915075,933,9,2021S2600059151781
147987,V2X,59151781,5915075,933,9,2021S2600159151781
211939,V2X,59151781,5915075,933,9,2021S2600259151781
254997,V2X,59151781,5915075,933,2,2021S2600359151781
276267,V2X,59151781,5915075,933,7,2021S2600459151781
276268,V2X,59151781,5915075,933,2,2021S2600559151781
361776,V2X,59151781,5915075,933,7,2021S2600659151781
404421,V2X,59151781,5915075,933,4,2021S2600759151781
426005,V2X,59151781,5915075,933,2,2021S2600859151781
468503,V2X,59151781,5915075,933,4,2021S2600959151781
532836,V2X,59151781,5915075,933,2,2021S2601059151781
618124,V2X,59151781,5915075,933,7,2021S2601159151781
618127,V2X,59151781,5915075,933,9,2021S2601259151781
618130,V2X,59151781,5915075,933,9,2021S2601359151781
618138,V2X,59151781,5915075,933,2,2021S2601459151781
661197,V2X,59151781,5915075,933,2,2021S2601559151781
661198,V2X,59151781,5915075,933,7,2021S2601659151781
682621,V2X,59151781,5915075,933,7,2021S2601759151781
703966,V2X,59151781,5915075,933,9,2021S2601859151781
725141,V2X,59151781,5915075,933,9,2021S2601959151781
767903,V2X,59151781,5915075,933,9,2021S2602059151781
767905,V2X,59151781,5915075,933,7,2021S2602159151781
789087,V2X,59151781,5915075,933,8,2021S2602259151781
810591,V2X,59151781,5915075,933,9,2021S2602359151781
874979,V2X,59151781,5915075,933,4,2021S2602459151781
896374,V2X,59151781,5915075,933,8,2021S2602559151781
917693,V2X,59151781,5915075,933,8,2021S2602659151781
939030,V2X,59151781,5915075,933,9,2021S2602759151781
960410,V2X,59151781,5915075,933,7,2021S2602859151781
1003375,V2X,59151781,5915075,933,3,2021S2602959151781
1046050,V2X,59151781,5915075,933,9,2021S2603059151781
1046051,V2X,59151781,5915075,933,2,2021S2603159151781
1067401,V2X,59151781,5915075,933,7,2021S2603259151781
1067405,V2X,59151781,5915075,933,2,2021S2603359151781
1110188,V2X,59151781,5915075,933,9,2021S2603459151781
1174547,V2X,59151781,5915075,933,7,2021S2603559151781
1195951,V2X,59151781,5915075,933,3,2021S2603659151781
1195952,V2X,59151781,5915075,933,7,2021S2603759151781
1238625,V2X,59151781,5915075,933,2,2021S2603859151781
1302686,V2X,59151781,5915075,933,9,2021S2603959151781
1323939,V2X,59151781,5915075,933,3,2021S2604059151781
1323953,V2X,59151781,5915075,933,7,2021S2604159151781
104933,V2X,59151782,5915075,933,4,2021S2604259151782
190553,V2X,59151782,5915075,933,4,2021S2604359151782
190554,V2X,59151782,5915075,933,4,2021S2604459151782
468500,V2X,59151782,5915075,933,4,2021S2604559151782
554326,V2X,59151782,5915075,933,4,2021S2604659151782
575573,V2X,59151782,5915075,933,4,2021S2604759151782
682606,V2X,59151782,5915075,933,4,2021S2604859151782
703965,V2X,59151782,5915075,933,4,2021S2604959151782
746565,V2X,59151782,5915075,933,1,2021S2605059151782
810600,V2X,59151782,5915075,933,4,2021S2605159151782
853435,V2X,59151782,5915075,933,4,2021S2605259151782
874992,V2X,59151782,5915075,933,4,2021S2605359151782
874996,V2X,59151782,5915075,933,4,2021S2605459151782
917679,V2X,59151782,5915075,933,1,2021S2605559151782
939034,V2X,59151782,5915075,933,4,2021S2605659151782
1067404,V2X,59151782,5915075,933,4,2021S2605759151782
1174538,V2X,59151782,5915075,933,4,2021S2605859151782
1174549,V2X,59151782,5915075,933,1,2021S2605959151782
1174557,V2X,59151782,5915075,933,4,2021S2606059151782
62405,V2X,59151783,5915075,933,4,2021S2606159151783
83736,V2X,59151783,5915075,933,4,2021S2606259151783
83746,V2X,59151783,5915075,933,9,2021S2606359151783
83747,V2X,59151783,5915075,933,9,2021S2606459151783
190561,V2X,59151783,5915075,933,9,2021S2606559151783
318840,V2X,59151783,5915075,933,3,2021S2606659151783
318861,V2X,59151783,5915075,933,4,2021S2606759151783
468520,V2X,59151783,5915075,933,4,2021S2606859151783
511266,V2X,59151783,5915075,933,3,2021S2606959151783
554329,V2X,59151783,5915075,933,3,2021S2607059151783
554342,V2X,59151783,5915075,933,4,2021S2607159151783
554343,V2X,59151783,5915075,933,3,2021S2607259151783
596778,V2X,59151783,5915075,933,3,2021S2607359151783
596797,V2X,59151783,5915075,933,4,2021S2607459151783
596798,V2X,59151783,5915075,933,4,2021S2607559151783
618144,V2X,59151783,5915075,933,9,2021S2607659151783
725137,V2X,59151783,5915075,933,9,2021S2607759151783
746561,V2X,59151783,5915075,933,3,2021S2607859151783
767923,V2X,59151783,5915075,933,4,2021S2607959151783
853433,V2X,59151783,5915075,933,4,2021S2608059151783
1003370,V2X,59151783,5915075,933,4,2021S2608159151783
1024653,V2X,59151783,5915075,933,4,2021S2608259151783
1046046,V2X,59151783,5915075,933,9,2021S2608359151783
1131639,V2X,59151783,5915075,933,4,2021S2608459151783
1153104,V2X,59151783,5915075,933,4,2021S2608559151783
1238601,V2X,59151783,5915075,933,3,2021S2608659151783
1302676,V2X,59151783,5915075,933,3,2021S2608759151783
62402,V2X,59151784,5915075,933,1,2021S2608859151784
83734,V2X,59151784,5915075,933,2,2021S2608959151784
104943,V2X,59151784,5915075,933,3,2021S2609059151784
211951,V2X,59151784,5915075,933,2,2021S2609159151784
233633,V2X,59151784,5915075,933,2,2021S2609259151784
318862,V2X,59151784,5915075,933,2,2021S2609359151784
404423,V2X,59151784,5915075,933,3,2021S2609459151784
425988,V2X,59151784,5915075,933,3,2021S2609559151784
426019,V2X,59151784,5915075,933,1,2021S2609659151784
447101,V2X,59151784,5915075,933,3,2021S2609759151784
490044,V2X,59151784,5915075,933,3,2021S2609859151784
554325,V2X,59151784,5915075,933,3,2021S2609959151784
746558,V2X,59151784,5915075,933,1,2021S2610059151784
767924,V2X,59151784,5915075,933,1,2021S2610159151784
789050,V2X,59151784,5915075,933,2,2021S2610259151784
874995,V2X,59151784,5915075,933,1,2021S2610359151784
960396,V2X,59151784,5915075,933,3,2021S2610459151784
981826,V2X,59151784,5915075,933,1,2021S2610559151784
1046062,V2X,59151784,5915075,933,3,2021S2610659151784
1153097,V2X,59151784,5915075,933,2,2021S2610759151784
1174535,V2X,59151784,5915075,933,3,2021S2610859151784
1345594,V2X,59151784,5915075,933,2,2021S2610959151784
148004,V2X,59151785,5915075,933,1,2021S2611059151785
233635,V2X,59151785,5915075,933,5,2021S2611159151785
233660,V2X,59151785,5915075,933,1,2021S2611259151785
276259,V2X,59151785,5915075,933,5,2021S2611359151785
361763,V2X,59151785,5915075,933,5,2021S2611459151785
361782,V2X,59151785,5915075,933,2,2021S2611559151785
404414,V2X,59151785,5915075,933,5,2021S2611659151785
404415,V2X,59151785,5915075,933,1,2021S2611759151785
490042,V2X,59151785,5915075,933,5,2021S2611859151785
575555,V2X,59151785,5915075,933,5,2021S2611959151785
575556,V2X,59151785,5915075,933,1,2021S2612059151785
596804,V2X,59151785,5915075,933,5,2021S2612159151785
639590,V2X,59151785,5915075,933,5,2021S2612259151785
703970,V2X,59151785,5915075,933,5,2021S2612359151785
725160,V2X,59151785,5915075,933,5,2021S2612459151785
767926,V2X,59151785,5915075,933,1,2021S2612559151785
810580,V2X,59151785,5915075,933,5,2021S2612659151785
874975,V2X,59151785,5915075,933,5,2021S2612759151785
939033,V2X,59151785,5915075,933,2,2021S2612859151785
1131638,V2X,59151785,5915075,933,1,2021S2612959151785
1131640,V2X,59151785,5915075,933,2,2021S2613059151785
1131641,V2X,59151785,5915075,933,5,2021S2613159151785
1281542,V2X,59151785,5915075,933,5,2021S2613259151785
1323926,V2X,59151785,5915075,933,5,2021S2613359151785
1345598,V2X,59151785,5915075,933,5,2021S2613459151785
1367108,V2X,59151785,5915075,933,5,2021S2613559151785
19572,V2X,59151786,5915075,933,1,2021S2613659151786
19590,V2X,59151786,5915075,933,1,2021S2613759151786
62401,V2X,59151786,5915075,933,1,2021S2613859151786
83753,V2X,59151786,5915075,933,1,2021S2613959151786
532826,V2X,59151786,5915075,933,1,2021S2614059151786
703962,V2X,59151786,5915075,933,1,2021S2614159151786
746575,V2X,59151786,5915075,933,1,2021S2614259151786
767893,V2X,59151786,5915075,933,1,2021S2614359151786
853410,V2X,59151786,5915075,933,1,2021S2614459151786
874971,V2X,59151786,5915075,933,1,2021S2614559151786
1174555,V2X,59151786,5915075,933,1,2021S2614659151786
40918,V2X,59151787,5915075,933,1,2021S2614759151787
126456,V2X,59151787,5915075,933,2,2021S2614859151787
211932,V2X,59151787,5915075,933,1,2021S2614959151787
276293,V2X,59151787,5915075,933,2,2021S2615059151787
383066,V2X,59151787,5915075,933,2,2021S2615159151787
383071,V2X,59151787,5915075,933,2,2021S2615259151787
554332,V2X,59151787,5915075,933,2,2021S2615359151787
575543,V2X,59151787,5915075,933,2,2021S2615459151787
596805,V2X,59151787,5915075,933,2,2021S2615559151787
618119,V2X,59151787,5915075,933,1,2021S2615659151787
618146,V2X,59151787,5915075,933,2,2021S2615759151787
639589,V2X,59151787,5915075,933,2,2021S2615859151787
682630,V2X,59151787,5915075,933,1,2021S2615959151787
767922,V2X,59151787,5915075,933,2,2021S2616059151787
789057,V2X,59151787,5915075,933,2,2021S2616159151787
896394,V2X,59151787,5915075,933,1,2021S2616259151787
939011,V2X,59151787,5915075,933,2,2021S2616359151787
939016,V2X,59151787,5915075,933,1,2021S2616459151787
1003388,V2X,59151787,5915075,933,2,2021S2616559151787
1024629,V2X,59151787,5915075,933,1,2021S2616659151787
1217249,V2X,59151787,5915075,933,2,2021S2616759151787
1238624,V2X,59151787,5915075,933,2,2021S2616859151787
1367109,V2X,59151787,5915075,933,2,2021S2616959151787
40925,V2X,59151788,5915075,933,1,2021S2617059151788
40933,V2X,59151788,5915075,933,3,2021S2617159151788
169325,V2X,59151788,5915075,933,1,2021S2617259151788
532845,V2X,59151788,5915075,933,2,2021S2617359151788
554356,V2X,59151788,5915075,933,3,2021S2617459151788
554357,V2X,59151788,5915075,933,2,2021S2617559151788
575563,V2X,59151788,5915075,933,3,2021S2617659151788
575564,V2X,59151788,5915075,933,3,2021S2617759151788
682624,V2X,59151788,5915075,933,2,2021S2617859151788
746573,V2X,59151788,5915075,933,2,2021S2617959151788
746574,V2X,59151788,5915075,933,3,2021S2618059151788
767898,V2X,59151788,5915075,933,2,2021S2618159151788
789072,V2X,59151788,5915075,933,1,2021S2618259151788
853431,V2X,59151788,5915075,933,3,2021S2618359151788
960420,V2X,59151788,5915075,933,2,2021S2618459151788
1110177,V2X,59151788,5915075,933,1,2021S2618559151788
1174553,V2X,59151788,5915075,933,3,2021S2618659151788
1323949,V2X,59151788,5915075,933,2,2021S2618759151788
211948,V2X,59151789,5915075,933,2,2021S2618859151789
383086,V2X,59151789,5915075,933,1,2021S2618959151789
468499,V2X,59151789,5915075,933,2,2021S2619059151789
682623,V2X,59151789,5915075,933,2,2021S2619159151789
917696,V2X,59151789,5915075,933,1,2021S2619259151789
939015,V2X,59151789,5915075,933,2,2021S2619359151789
1024636,V2X,59151789,5915075,933,2,2021S2619459151789
1024652,V2X,59151789,5915075,933,2,2021S2619559151789
1110196,V2X,59151789,5915075,933,2,2021S2619659151789
1259907,V2X,59151789,5915075,933,2,2021S2619759151789
1281535,V2X,59151789,5915075,933,1,2021S2619859151789
62384,V2X,59151790,5915075,933,3,2021S2619959151790
62399,V2X,59151790,5915075,933,2,2021S2620059151790
211934,V2X,59151790,5915075,933,2,2021S2620159151790
211940,V2X,59151790,5915075,933,1,2021S2620259151790
211950,V2X,59151790,5915075,933,4,2021S2620359151790
276282,V2X,59151790,5915075,933,1,2021S2620459151790
447107,V2X,59151790,5915075,933,1,2021S2620559151790
468516,V2X,59151790,5915075,933,2,2021S2620659151790
511265,V2X,59151790,5915075,933,1,2021S2620759151790
554331,V2X,59151790,5915075,933,1,2021S2620859151790
575557,V2X,59151790,5915075,933,3,2021S2620959151790
575565,V2X,59151790,5915075,933,4,2021S2621059151790
661206,V2X,59151790,5915075,933,1,2021S2621159151790
682604,V2X,59151790,5915075,933,2,2021S2621259151790
682605,V2X,59151790,5915075,933,1,2021S2621359151790
703981,V2X,59151790,5915075,933,2,2021S2621459151790
703990,V2X,59151790,5915075,933,1,2021S2621559151790
703992,V2X,59151790,5915075,933,1,2021S2621659151790
853416,V2X,59151790,5915075,933,4,2021S2621759151790
1003369,V2X,59151790,5915075,933,3,2021S2621859151790
1131633,V2X,59151790,5915075,933,1,2021S2621959151790
1131634,V2X,59151790,5915075,933,1,2021S2622059151790
1131636,V2X,59151790,5915075,933,2,2021S2622159151790
1153098,V2X,59151790,5915075,933,3,2021S2622259151790
1238618,V2X,59151790,5915075,933,1,2021S2622359151790
1281526,V2X,59151790,5915075,933,1,2021S2622459151790
1323941,V2X,59151790,5915075,933,4,2021S2622559151790
1345618,V2X,59151790,5915075,933,4,2021S2622659151790
19586,V2X,59151791,5915075,933,4,2021S2622759151791
62400,V2X,59151791,5915075,933,3,2021S2622859151791
233639,V2X,59151791,5915075,933,1,2021S2622959151791
233640,V2X,59151791,5915075,933,3,2021S2623059151791
233650,V2X,59151791,5915075,933,3,2021S2623159151791
255000,V2X,59151791,5915075,933,4,2021S2623259151791
340379,V2X,59151791,5915075,933,4,2021S2623359151791
404417,V2X,59151791,5915075,933,4,2021S2623459151791
426014,V2X,59151791,5915075,933,3,2021S2623559151791
426016,V2X,59151791,5915075,933,4,2021S2623659151791
447119,V2X,59151791,5915075,933,3,2021S2623759151791
682627,V2X,59151791,5915075,933,4,2021S2623859151791
767912,V2X,59151791,5915075,933,3,2021S2623959151791
767915,V2X,59151791,5915075,933,4,2021S2624059151791
810582,V2X,59151791,5915075,933,4,2021S2624159151791
917673,V2X,59151791,5915075,933,1,2021S2624259151791
981810,V2X,59151791,5915075,933,4,2021S2624359151791
1110195,V2X,59151791,5915075,933,4,2021S2624459151791
1259895,V2X,59151791,5915075,933,3,2021S2624559151791
104949,V2X,59151792,5915075,933,1,2021S2624659151792
169339,V2X,59151792,5915075,933,2,2021S2624759151792
276264,V2X,59151792,5915075,933,1,2021S2624859151792
404433,V2X,59151792,5915075,933,1,2021S2624959151792
447112,V2X,59151792,5915075,933,2,2021S2625059151792
447118,V2X,59151792,5915075,933,2,2021S2625159151792
554336,V2X,59151792,5915075,933,1,2021S2625259151792
554355,V2X,59151792,5915075,933,3,2021S2625359151792
575562,V2X,59151792,5915075,933,3,2021S2625459151792
596794,V2X,59151792,5915075,933,3,2021S2625559151792
639572,V2X,59151792,5915075,933,2,2021S2625659151792
682625,V2X,59151792,5915075,933,3,2021S2625759151792
147990,V2X,59151793,5915075,933,5,2021S2625859151793
211953,V2X,59151793,5915075,933,5,2021S2625959151793
233646,V2X,59151793,5915075,933,1,2021S2626059151793
233649,V2X,59151793,5915075,933,1,2021S2626159151793
276285,V2X,59151793,5915075,933,5,2021S2626259151793
276292,V2X,59151793,5915075,933,5,2021S2626359151793
318850,V2X,59151793,5915075,933,5,2021S2626459151793
318868,V2X,59151793,5915075,933,5,2021S2626559151793
361781,V2X,59151793,5915075,933,1,2021S2626659151793
425990,V2X,59151793,5915075,933,5,2021S2626759151793
426001,V2X,59151793,5915075,933,5,2021S2626859151793
511272,V2X,59151793,5915075,933,5,2021S2626959151793
532840,V2X,59151793,5915075,933,5,2021S2627059151793
575575,V2X,59151793,5915075,933,5,2021S2627159151793
596796,V2X,59151793,5915075,933,2,2021S2627259151793
596801,V2X,59151793,5915075,933,5,2021S2627359151793
661191,V2X,59151793,5915075,933,4,2021S2627459151793
682612,V2X,59151793,5915075,933,4,2021S2627559151793
832029,V2X,59151793,5915075,933,2,2021S2627659151793
832045,V2X,59151793,5915075,933,4,2021S2627759151793
896385,V2X,59151793,5915075,933,5,2021S2627859151793
960422,V2X,59151793,5915075,933,5,2021S2627959151793
1003386,V2X,59151793,5915075,933,1,2021S2628059151793
1067394,V2X,59151793,5915075,933,4,2021S2628159151793
1088984,V2X,59151793,5915075,933,5,2021S2628259151793
1110198,V2X,59151793,5915075,933,2,2021S2628359151793
1131645,V2X,59151793,5915075,933,5,2021S2628459151793
1195960,V2X,59151793,5915075,933,2,2021S2628559151793
1302681,V2X,59151793,5915075,933,5,2021S2628659151793
1302690,V2X,59151793,5915075,933,5,2021S2628759151793
19591,V2X,59151794,5915075,933,2,2021S2628859151794
62406,V2X,59151794,5915075,933,1,2021S2628959151794
318867,V2X,59151794,5915075,933,2,2021S2629059151794
404409,V2X,59151794,5915075,933,1,2021S2629159151794
425992,V2X,59151794,5915075,933,2,2021S2629259151794
425997,V2X,59151794,5915075,933,1,2021S2629359151794
447108,V2X,59151794,5915075,933,1,2021S2629459151794
511284,V2X,59151794,5915075,933,2,2021S2629559151794
554359,V2X,59151794,5915075,933,1,2021S2629659151794
596802,V2X,59151794,5915075,933,2,2021S2629759151794
917704,V2X,59151794,5915075,933,1,2021S2629859151794
939026,V2X,59151794,5915075,933,1,2021S2629959151794
1003359,V2X,59151794,5915075,933,1,2021S2630059151794
1024656,V2X,59151794,5915075,933,1,2021S2630159151794
1153108,V2X,59151794,5915075,933,2,2021S2630259151794
